Title,Ingredients,Steps,Loves,URL,IMG URL
Tongseng kambing,1 kg daging kambing muda--1/2 buah kubis--2 bungkus santan kara ukuran kecil (65ml)--500 ml air panas--Bumbu merebus daging:--4 lembar daun salam--secukupnya Air--Bumbu halus:--12 siung bawang merah--6 siung bawang putih--12 buah cabe merah--12 buah cabe rawit (sesuai selera)--1 sdt mrica--1 sdt ketumbar--3 buah kemiri--1 ruas jari jahe--1 ruas jari kunyit--Bumbu lainnya :--2 ruas jari lengkuas--3 batang sereh (memarkan)--3 lembar daun salam--3 lembar daun jeruk--secukupnya Garam--4 sdm Kecap manis--sedikit Gula--10 sdm minyak goreng untuk menumis--1/2 lada bubuk (sebagai kolerasi rasa)--Bumbu pelengkap:--5 siung bawang merah (iris tipis goreng)--10 buah cabe rawit (potong2)--2 buah tomat (potong menyisir)--,"Jangan mencuci daging agar tidak mau, potong2 daging kambing berbentuk dadu atau ukuran sesuai selera. Daging langsung direbus menggunakan air dan daun salam hingga empuk. (Bisa juga di tambah kan bawang merah. Bawang putih. Garam sesuai selera). Buang air bekas rebusan. Lalu tiriskan daging--Cuci dan kupas semua bahan--Sangrai ketumbar. Miri. Kunyit--Haluskan bawang merah. bawang putih. Cabe merah. Cabe rawit. Jahe. Kunyit. Kemiri. Mrica dan ketumbar--Potong2 kubis seperti potongan untuk sayur sup--Potong potong bahan pelengkap (cabe dan tomat). Goreng juga bawang merah yang di iris tipis pada minyak--Panaskan minyak goreng, tumis bumbu halus, lengkuas, sereh, daun salam dan daun jeruk. Tumis hingga harum--Masukkan daging kambing, tumis hingga bumbu tercampur rata--Masukkan air panas, aduk2, biarkan air berkurang kurang lebih 1/3 bagian. Kemudian masukkan santan dan kecap. Lalu aduk hingga rata--Masukkan kubis, tomat dan potongan cabe. Rebus sambil d aduk hingga kubis agak layu--Masukkan garam dan gula (koreksi rasa)--Matikan api.--Tongseng kambing siap di hidangkan--Jangan lupa tambahkan bawang yg sudah d goreng tadi--TIPS. Agar daging kambing lebih cepat empuk baluri daging parutan nanas. Diamkan selama 5 sampai 15 menit--",2,https://cookpad.com/id/resep/4372973-tongseng-kambing,https://img-global.cpcdn.com/recipes/b3fc3fd01df09d13/680x482cq70/tongseng-kambing-foto-resep-utama.jpg
Oseng kambing kecap asam manis simple,"1/4 kg daging kambing,potong sesuai selera--5 siung bawang merah--2 siung bawang putih--Secukupnya kecap manis--Secukupnya gula merah--Secukupnya garam--Secukupnya asam kanji--2 gelas air--Secukupnya cabe rawit (jika suka)--","Haluskan bawang merah,bawang putih, cabe (bila suka pedas),asam kanji.--Aduk bersama kambing dan biarkan hingga bumbu meresap--Panaskan minyak lalu masukan kambing yang sudah dibumbui,ungkep hingga stengah matang--Tuang air, kecap, garam dan gula.aduk dan terus masak hingga matang--",2,https://cookpad.com/id/resep/4352529-oseng-kambing-kecap-asam-manis-simple,https://img-global.cpcdn.com/recipes/bc3ea32fe47dee0a/680x482cq70/oseng-kambing-kecap-asam-manis-simple-foto-resep-utama.jpg
Tongseng Kambing,1/2 kg daging kambing campur tulang--Secukupnya minyak untuk menumis--1 liter air--500 ml santan--3 lbr daun jeruk--2 lbr daun salam--1 buah serai memarkan--3/4 bungkus bumbu gulai siap pakai--Secukupnya kecap manis--Haluskan :--1 sdm ketumbar sangrai--5 siung bawang merah--3 siung bawang putih--1/2 sdt garam--Secukupnya merica butiran--Pelengkap:--Daun bawang--Kol--Tomat--Bawang merah goreng--,"Panaskan minyak, tumis bumbu halus, bumbu gulai, salam, serai, daun jeruk. Masukkan daging kambing, aduk. Beri air, masak sampai empuk. Tambah santan, kecap, masak sampai matang.--Menjelang matang masukkan kol dan tomat. Tutup wajan sebentar saja. Angkat.--",12,https://cookpad.com/id/resep/4346766-tongseng-kambing,https://img-global.cpcdn.com/recipes/946825cfcedb360f/680x482cq70/tongseng-kambing-foto-resep-utama.jpg
Tongseng Kambing Enak,"400 gr daging kambing--Daun salam--2 cm lengkuas--2 batang serai--3 bungkus Kara santan, encerkan dengan 700ml air--Bumbu Halus;--5 siung bawah merah--4 siung bawang putih--1 ruas kunyit, dibakar--3 kemiri, sangrai--1 sdt ketumbar--1/2 sdt lada--2 cm jahe--Bumbu tumis ;--2 siung bawang merah, iris--3 siung bawang putih, geprek--20 buah cabe rawit merah, iris (tergantung selera pedasnya)--Kecap (sesuai selera manisnya)--3 tomat hijau/ 1 tomat merah--Garam--","Didihkan air, lalu rebus daging kambing dengan daun salam sampai empuk, tidak pakai presto +- 60 menit. Setelah empuk, angkat, potong-potong,--Rebus santan, bumbu halus, lengkuas, serai, daun salam, jangan sampai pecah santan, setelah mendidih, sisihkan.--Tumis bawang merah, putih, cabai rawit, dan daging, sampai harum--Beri garam, sedikit lada, lalu masukan kecap, masukan kuah santan, cocokan rasa.--Masak hingga kuah mengental, 3 menit sebelum diangkat masukan tomat, nikmati dengan nasi hangat dan acar bawang.--",7,https://cookpad.com/id/resep/4308246-tongseng-kambing-enak,https://img-global.cpcdn.com/recipes/e9d989d51bb54899/680x482cq70/tongseng-kambing-enak-foto-resep-utama.jpg
Balado kentang dan ati kambing,Ati kambing--2 buah kentang--Sambal balado--4 cabe merah--6 cabe rawit--4 siung bawang merah--1 siuang bawang putih--1 buah tomat uk besar--Daun salam--,"Kukus hati kambing terlebih dahulu, lalu d goreng--Kupas kentang potong sesuai selera bersihkan dan goreng--Blender bahan untuk sambal balado--Tumis sambal balado sampai mengeluarkan minyak masukan ati dan kentang.tambahkan garam dan gula.selesai--",0,https://cookpad.com/id/resep/4300856-balado-kentang-dan-ati-kambing,https://img-global.cpcdn.com/recipes/4438aeb069d9f3a7/680x482cq70/balado-kentang-dan-ati-kambing-foto-resep-utama.jpg
Beef Teriyaki,"250 gr daging sapi--1 siung bawang bombai--5 siung bawang putih--1 sachet saus teriyaki (sy pk yg saor*, bsa diganti saus tiram)--1 sdm kecap manis--secukupnya garam--secukupnya lada--secukupnya gula--secukupnya penyedap rasa--","Potong kecil-kecil memanjang daging sapi, lalu cuci bersih--Tambahkan garam dan lada diamkan selama kurleb 15 menit--Iris bawang bombai dan bawang putih--Tumis bawang bombai dan bawang putih, setelah harum masukkan daging--Tumis daging sebentar lalu tambahkan saus teriyaki, kecap manis, garam, lada, gula dan penyedap rasa, beri air sedikit--Tutup wajannya agar panasnya merata--Tunggu sampai daging matang, lalu garnish sesuai selera--Beef teriyaki siap untuk disantap--",0,https://cookpad.com/id/resep/4473529-beef-teriyaki,https://img-global.cpcdn.com/recipes/eaf2547d6ef62b5a/680x482cq70/beef-teriyaki-foto-resep-utama.jpg
Rendang Sapi,1 kg daging sapi--4 butir kelapa untuk 2L santan kental--Bumbu dihaluskan :--200 gram Cabe merah--1/2 cm Jahe--2 sdm ketumbar sangrai--10 butir kapulaga--10 butir cengkeh--2 butir bunga lawang--1 buah biji pala--13 butir bawang merah--7 butir bawang putih--25 buah cabe rawit (jika suka pedas)--3 cm lengkuas dipipihkan--2 buah serai dipipihkan--3 lembar daun jeruk--3 lembar daun salam--2 lembar daun kunyit--1/2 sdm garam (tambahkan jika kurang asin)--1 sdt kaldu bubuk (optional)--,"Potong daging berlawanan dari seratnya--Peras santan dari 4 butir kelapa tua menjadi 2 liter--Haluskan bumbu--Tuang santan dan bumbu ke dalam wajan anti lengket, masak hingga mendidih--Kemudian masukkan daging, garam dan kaldu. Masak dengan api kecil sambil sesekali di aduk agar tidak gosong--Sampai tahap ini dinamakan kalio, teruskan memasak hingga daging mulai mengering dan kehitaman--Rendang siap dinikmati--",1,https://cookpad.com/id/resep/4473035-rendang-sapi,https://img-global.cpcdn.com/recipes/2b54a8d2502fbcf6/680x482cq70/rendang-sapi-foto-resep-utama.jpg
Tongseng daging sapi pedas,"300 gr daging sapi (iris tipis panjang)--Bumbu halus :--7 siung bawang merah--4 siung bawang putih--2 cm jahe--1,5 cm kunyit--3 bh kemiri--5 cabe merah keriting--Bumbu pelengkap :--2 batang sereh--2 daun salam--2 daun jeruk--5 bh cabe rawit merah utuh--Toping--1 bh tomat besar (iris sedang)--Kol secukupnya menurut selera (iris sedang)--","Tumis bumbu halus dengan sedikit minyak, tumis sampai matang dan mengental. Lalu masukkan daging sapi yang telah dipotong2 tadi. Lalu masukkan bumbu pelengkap. Tumis daging dengan bumbu sampai daging sapi berubah warna dan agak mengeluarkan minyak.--Masukkan air secukupnya sekitar 1,5 liter biarkan mendidih sebentar lalu kecilkan api dan tutup panci. Tunggu sampai daging empuk..--Setelah daging empuk masukkan kol dan tomat, masak sebentar saja agar tekstur kol agak crunchy.. angkat lalu sajikan--",3,https://cookpad.com/id/resep/4472871-tongseng-daging-sapi-pedas,https://img-global.cpcdn.com/recipes/30ed8775ca02c025/680x482cq70/tongseng-daging-sapi-pedas-foto-resep-utama.jpg
Semur Daging Sapi,"1/2 kg daging sapi--1 biji bawang bombay--2 siung bawang putih 5--5 siung bawang merah--1 bungkus ladaku--1 bungkus royco sapi--3 lembar daun jeruk--1 bunga lawang--2 biji jeruk nipis--Secukupnya kecap manis, gula pasir--Air--","Potong2 daging sesuai selera, cuci dan lumuri dengan air jeruk, aduk2 dan cuci lagi--Rebus daging sampe setengah mateng--Sambil nungu daging direbus, bawang putih digeprek dan diiris2, bawang merah jg bawang bombay--Tumis bawang yg sudah diiris masukkan daging, daun jeruk, ladaku, bunga lawang dan pala, aduk2--Tambahkan air sampe daging terendam, masukkan royco, kecap dan gula pasir (kalo sy ditambahin lg garam sedikit)--Aduk2 dan koreksi rasa, biarka sampe airnya berkurang dikit (tapi jangan sampe habis airnya)--Hidangkan dengan kerupuk udang, hhmmmm ennaakkk--",0,https://cookpad.com/id/resep/4472987-semur-daging-sapi,https://img-global.cpcdn.com/recipes/6904b7eab8481073/680x482cq70/semur-daging-sapi-foto-resep-utama.jpg
Tongseng daging sapi,500 gram Daging sapi--Santan (boleh pakai kara 1 bungkus/ kelapa parut 1/2 buah)--Bawang merah 12 siung (6 siung untuk bawang goreng)--8-10 siung Bawang putih--1/4 Kubis--2 buah Tomat--5 pcs Daun bawang--6 cm Kunyit--5 cm Jahe--6 cm Lengkuas--3 lembar Daun salam--3 lembar Daun jeruk--5 pcs Kemiri--1 sdt Ketumbar--1 sdm Kecap--2 pcs Cabai merah--10 pcs Cabai rawit--secukupnya Garam--secukupnya Penyedap rasa--1 bungkus Merica bubuk ladaku--,"Cuci daging sapi dan potong kecil-kecil sesuai selera.--Masukkan daging sapi dalam air mendidih dan masak hingga empuk.--Lembutkan baput,bamer,kunyit,kemiri,ketumbar,dan cabai merah.--Tumis bumbu yang sudah dilembutkan tadi dan daun salam, daun jeruk, lengkuas,jahe, cabai rawit utuh,ladaku. Tumis hingga baunya harum.--Potong memanjang tomatnya, kubis dan daun bawang potong sesuai selera.--Masukkan bumbu tersebut yang sudah ditumis tadi kedalam rebusan daging yang sudah empuk. Lalu masukkan kubis,daun bawang dan tomat serta santan.--Masukkan juga garam,kecap dan penyedap rasa.--Cek rasa. Kalau sudah mendidih dan rasa sudah pas, TONGSENG DAGING SAPI SIAP DISAJIKAN. Taburi bawang goreng saat penyajiannya--",2,https://cookpad.com/id/resep/4472530-tongseng-daging-sapi,https://img-global.cpcdn.com/recipes/d5155af62d2ad41c/680x482cq70/tongseng-daging-sapi-foto-resep-utama.jpg
Beef black pepper spaghetti,"220 gram spaghetti la fonte, rebus sampai al dente--1 ons daging sapi, iris lawan arah--Bahan perendam daging:--secukupnya Saus tiram--secukupnya Kecap asin--secukupnya Soda kue--Bumbu black pepper instant (merk my taste)--1 siung baput besar cicang kasar--1/2 babom potong kotak--2 helai Daun bawang potong 2cm--secukupnya Kecap asin--",Setelah spaghetti al dente beri sedikit minyak supaya tdk menempel--Daging yg sudah di marinated digoreng 3/4 mateng dgn sedikit minyak. Sisihkan--Tumis babom dan baput sampai harum layu. Masukkan bumbu black pepper instant lalu masukkan spaghetti dan daging sapi. Aduk rata. Beri sedikit kecap asin. Dan daun bawang. Aduk rata. Koreksi rasa bila perlu.--Sajikan dengan cinta--,5,https://cookpad.com/id/resep/4471729-beef-black-pepper-spaghetti,https://img-global.cpcdn.com/recipes/a310e368e57f66fe/680x482cq70/beef-black-pepper-spaghetti-foto-resep-utama.jpg
Carbonara Linguine smooked beef,"Pasta linguine (bisa pasta lain) sesuai selera +/- 200gr--3 strip smooked beef potong kecil-kecil--Keju parmesan atau sering saya ganti cheddar--1/4 bagian awang bombay kecil--1 siung kecil awang putih (selera)--Susu full cream / cooking cream--1 butir telur--Lada, garam--Daun basil--2 sdm margarin--","Rebus pasta dengan sedikit garam lalu sisihkan--Parut keju cheddar banyaknya sesuai selera lalu sisihkan--Potong kasar dan agak besar bawang bombay. Potong halus bawang putih.--Panaskan 2 sdm margarin lalu tumis bawang bombay dan bawang putih sebentar jangn sampai berwarna coklat.--Masukan smooked beef yang sudah di slice lalu tumis sampai agak matang.--Saya lebih senang menggunakan susu tapi bisa juga dengan cooking cream jika ingin tekstur berat dan kental, versi saya akan gunakan susu full cream +/- 200 ml--Masukkan 3/4 keju pada susu yang mulai mendidih. Sisakan 1/4 dari yang sudah di parut untuk taburan. Aduk rata--Masukkan pasta, lalu tambahkan seasoning lada dan garam sesuai selera. Aduk rata sampai agak kental, terakhir kecilkan api lalu masukkan 1 butir telur ke atas masakan dan aduk cepat sampai merata jangan sampai putih telur matang duluan. Telur akan membuat tekstur saus carbonara semakin kental. Ingat langsung aduk rata jangan sampai matang duluan karena panas yang di hantarkan.--Terakhir setelah bercampur rata dan aroma keluar matikan kompor dan masukkan 2 helai kecil daun basil lalu aduk kembali. Tempatkan di piring lalu taburi keju parut / parmesan. Semoga bermanfaat dan disukai.--",1,https://cookpad.com/id/resep/4471643-carbonara-linguine-smooked-beef,https://img-global.cpcdn.com/recipes/60b5955959bb87a3/680x482cq70/carbonara-linguine-smooked-beef-foto-resep-utama.jpg
Semur Jantung Sapi,1/5 kg jantung sapi--▪️bumbu halus ▪️--5 siung bawang putih--4 siung bawang merah--1 sdt ketumbar--1 sdt lada putih--4 butir cengkeh / 1/4 sdt cengkeh--secukupnya Garam--secukupnya Pala--1/4 sdt jinten--1/4 sdt jahe bubuk atau 1 cm jahe biasa--2 buah kemiri--▪️bumbu tambahan ▪️--1 sdm kecap inggris atau sesuai selera--1 sdt saori teriyaki--secukupnya Royco--1 buah gula merah--Kecap secukupnya atau sesuai selera--secukupnya Vetsin--secukupnya Gula putih--Air putih 500 ml atau di sesuaikan dengan banyaknya jantung yang akan di masak--Bawang bombay 1 buah (ukuran di kira-kira saja)--Delmonte barbeque sauce 3 atau 4 sdm--(Opsional) 4 buah cabe hijau kecil--,"Potong-potong jantung sapi dan lumurkan delmonte barbeque sauce kemudian diamkan di dalam kulkas hingga menyerap--Ulek bumbu halus yang sudah di sebutkan di atas--Potong-potong bawang bombay--Kemudian, tumis bumbu halus hingga wangi dan bau kemiri tidak tercium--Masukan bawang bombay kedalam katel--Kemudian masukan jantung yang udah di diamkan teraebut dan aduk rata--Tambahkan air--Tambahkan saori saos teriyaki--Masukan gula merah--Tambahkan kecap manis--Tambahkan royco--Tambahkan vetsin--Tambahkan gula putih--Tambahkan kecap inggris--(Opsional) kalau kurang pedes, bisa di tambahin cabai hijau kecil di iris-iris--Tunggu hingga air aga saat, dan kemudian bisa di hidangkan--",2,https://cookpad.com/id/resep/4469770-semur-jantung-sapi,https://img-global.cpcdn.com/recipes/ad7505daa34df727/680x482cq70/semur-jantung-sapi-foto-resep-utama.jpg
Daging sapi cincang taousi cah buncis,1 ons daging sapi (cincang)--1/4 buncir atau kira2--bumbu--bawang putih--taousi hitam--lada bubuk--garam--gula pasir--royco kaldu sapi atau ayam--minyak wijen--kecap asin--,Cincang daging sapi di beri bumbu kecap asin minyak wijen gula tepung kanji secumput aduk rata diamkan dulu biar meresap--Potong panjng buncis.cincang bawang putih dan tousi--Tumis daging cincang yg sudah di bumbuin aduk sdh agk matang angkt siaihkn--Kasih minyak dikit di wajan tumis bawang dan tousi yg di cincang tumis sampi harum dan masukan buncis kasih sedikit garam dan gula aduk dan ksh sdikit air tutup biarkan matang--Lalu terakhir masukan daging cincang yg sdh di tumis tadi campur kdlm wajan buncis tumis bentr angkt--Tumia buncis daging sapi cincang siap di hidangkan..silakn mencoba--,1,https://cookpad.com/id/resep/4469431-daging-sapi-cincang-taousi-cah-buncis,https://img-global.cpcdn.com/recipes/a5ac33862c9bac9b/680x482cq70/daging-sapi-cincang-taousi-cah-buncis-foto-resep-utama.jpg
Sayur asem kacang merah daging sapi,1/4 kg kacang merah--1/4 kg daging sapi--5 siung bawang merah--2 siung bawang putih--2 buah cabe merah--1 butir tomat--Asam jawa--1 Batang daun bawang--Gula merah--Garam--Sedikit bumbu masak--2 lembar salam--,"Rebus kacang merah sampai empuk sisihkan--Rebus daging sampai empuk potong kotak kecil--Iris semua bumbu--Panaskan 1 liter kaldu bekas rebusan daging tadi tambahkan air kalau kurang, setelah mendidih tambahkan kacang merah, daging, bumbu yg sdh diiris, garam secukupnya, gula merah secukupnya, sedikit gula pasir biar gurih, bumbu masak sy pakai royco rasa sapi sedikit saja, 2 lembar daun salam biarkan bumbu meresap sekitar 10-15 menit. Angkat hidangkan sayur kacang merah siap disantap. Selamat mencoba...--",7,https://cookpad.com/id/resep/4468461-sayur-asem-kacang-merah-daging-sapi,https://img-global.cpcdn.com/recipes/73960a195df26a4a/680x482cq70/sayur-asem-kacang-merah-daging-sapi-foto-resep-utama.jpg
Orak arik telur daging sapi,1/2 kg Daging sapi--Bawang putih 1 bungkul cincang halus--Telur 5 biji kocok beri sedikit garam--Minyak wijen--Penyedap rasa--,Tumis bawang putih sampai harum masukkan daging sapi tumis--Masukkan telur yg sudah dikocok lepas aduk2 beri sedikit air--Masukkan minyak wijen dan penyedap rasa tunggu agak mengental angkat dan sajikan selamat mencoba 😄😄--,0,https://cookpad.com/id/resep/4468264-orak-arik-telur-daging-sapi,https://img-global.cpcdn.com/recipes/7123adf1b8ec20af/680x482cq70/orak-arik-telur-daging-sapi-foto-resep-utama.jpg
Se'i Sapi Khas Kupang,"1 daging Se'i Sapi--2 siung Bawang merah--4 siung Bawang putih--1/4 Bawang Bombay--13 buah cabai rawit (sesuai selera)--2 buah cabai merah keriting (sesuai selera)--1 ikat kecil kemangi, siangi--1/2 buah tomat--secukupnya lada bubuk--secukupnya saos tiram--secukupnya kecap manis--sedikit minyak goreng--secukupnya garam--secukupnya gula--secukupnya air--","Iris daging se'i Sapi nya tipis-tipis atau sesuai selera--Iris tipis bawang merah, bawang putih, bawang Bombay, cabai, dan tomat.--Tumis bawang merah, bawang putih, dan bawang Bombay, sampai harum.--Masukkan cabai, setelah matang masukkan tomat--Bisa beri sedikit air, biarkan sampai bumbu matang dan air mendidih dan menyusut. (ini bisa di skip) bila tidak ingin ada airnya--Masukkan daging Se'i Sapi nya, tambahkan lada bubuk, gula, garam, saos tiram, dan kecap manis. Aduk rata--Masak Se'i sebentar saja ±5 menitan agar daging tidak keras. masukkan daun kemangi. Aduk rata--Tes rasa--Siap di sajikan--",1,https://cookpad.com/id/resep/4468042-sei-sapi-khas-kupang,https://img-global.cpcdn.com/recipes/ac8f6bc7eed08b62/680x482cq70/sei-sapi-khas-kupang-foto-resep-utama.jpg
Beef steak saus jamur,1/4 kg daging sapi--1/4 kentang--7 buah buncis--2 buah wortel--Marinated--Secukupnya merica bubuk--Secukupny lada hitam--Bikin saos steakny--2 sdm mentega--1 ons jamur kancing--1 buah bawang bombay--4 sdm saus tiram--Secukupnya penyedap rasa--Secukupnya gula--1 sdt tepung maizena--Secukupnya garam--,"Cuci bersih daging sapi, lalu iris iris menjadi beberapa bagian tergantung selera, lalu marinated daging sapi, diam kn bberapa menit sampai bumbu meresap.--Rebus sayuran wortel dan buncis.--Goreng kentang di lumuri terigu / bisa juga d rebus yah bunda--Masak daging sapi bisa d bakar, bisa juga pakai teflon anti lengket yah bunda, sampai berubah warna dan kelihatan matang--Bikin saus ny : panaskan wajan lalu cairkan mentega, tumis bawang bombay hingga harum lalu masukan potongan jamur aduk rata hingga layu, masukan saus tiram, aduk rata lalu beri sedikit air masak hingga mendidih, tambahkan gula, garam dan penyedap rasa sesuai selera yah bunda aduk sampai merata, masukan tepung maizena yang telah di larutkan, aduk hingga rata masak hingga mengental.--Lalu sajikan daging sapi di atas piring beserta sayuran dan kentangny siram dengan saos jamur ny dan beef steak saos jamur siap disajikan--Selamat mencoba bunda--",6,https://cookpad.com/id/resep/4433229-beef-steak-saus-jamur,https://img-global.cpcdn.com/recipes/6006d8300f67ce07/680x482cq70/beef-steak-saus-jamur-foto-resep-utama.jpg
Tumis Daging Sapi,"500 gr daging sapi--1 bh bawang bombay--1 siung bawang putih--1 ruas jahe--5 bh cabe ijo besar--5 bh cabe ijo keriting--1 sdm saus tiram--1/2 sdt garam, gula pasir, merica bubuk--Saus marinasi:--2 sdm kecap manis--1 sdm kecap asin--1 sdm minyak wijen--","Rendam daging dalam kecap manis, kecap asin dan minyak wijen.--Diamkan dalam kulkas minimal 1jam, lebih lama lebih enak.--Iris serong cabe. Geprek jahe. Cincang halus bawang putih. Potong besar bawang bombay.--Panaskan minyak goreng tumis bawang putih dan bawang bombay sampai harum kemudian masukkan jahe dan cabe ijo.--Kemudian masukkan daging yg sudah dimarinasi beserta seluruh sausnya. Aduk rata.--Tambahkan saus tiram. Aduk rata.--Lalu bubuhkan garam, gula pasir dan merica bubuk.--Beri secukupnya air supaya daging matang sempurna dan empuk serta tidak gosong.--Masak sampai kuah berkurang sesuai selera. Koreksi rasa.--Tumis daging sapi siap dihidangkan untuk makan siang bersama keluarga tercinta. 😋😋😋--",22,https://cookpad.com/id/resep/4466890-tumis-daging-sapi,https://img-global.cpcdn.com/recipes/1067408899f74166/680x482cq70/tumis-daging-sapi-foto-resep-utama.jpg
Bola-Bola Kornet Sapi,1 kaleng kornet sapi (merk kornetku)--1 sachet tepung bakwan (pake 1/2 nya)--Minyak--,Campur satu kaleng kornet dengan tepung setengahnya aduk rata..--Bentuk bola-bola goreng sampai berubah warna.. jangan terlalu lama... sajikan--,1,https://cookpad.com/id/resep/4466433-bola-bola-kornet-sapi,https://img-global.cpcdn.com/recipes/1687665398381c4c/680x482cq70/bola-bola-kornet-sapi-foto-resep-utama.jpg
Sayur sop daging sapi no MSG no Gula,1/4 daging sapi (potong kotak2)--sesukanya wortel--1 buah kentang--sesukanya kol--seledri--bawang daun--1 buat tomat besar--bumbu :--merica butir ulek--bawang merah (sesukanya)--3 siung bawang putih (geprek)--secukupnya garam--air matang----,"Tumis bawang putih dengan margarin--Goreng bawang merah--Rebus daging sapi yg sudah d potong2 sampai empuk--Masukan bwng putih yg sudah d tumis--Lalu masukan kol.. wortel.. kentang.. sampai empuk, tambahkan merica--Dan terakhir masukan tomat, seledri, daun bawang dan garam.. tes rasa dan masukan bawang goreng. lalu aduk dan siap disajikan..--",6,https://cookpad.com/id/resep/4466609-sayur-sop-daging-sapi-no-msg-no-gula,https://img-global.cpcdn.com/recipes/f9de00d26f1d60f9/680x482cq70/sayur-sop-daging-sapi-no-msg-no-gula-foto-resep-utama.jpg
Beef teriyaki,250 gr daging sapi tanpa lemak--Saus:--2 sachet saori teriyaki--2 sdm kecap--1 sdm minyak wijen--1 sdt kecap asin--2 bw putih cincang--1 ruas jahe cincang--2 bw bombay--Cabe hijo buat cantik2--,"Campur semua bahan saus n marinated daging +-1jam--Tumis bw bombay n cabe hijo,masukkan daging n semua sausnya...tambkan air 100 ml. Masak sampai sat n cek rasa--Beef teriyaki siap--",6,https://cookpad.com/id/resep/4466570-beef-teriyaki,https://img-global.cpcdn.com/recipes/337826e9bb8b9a43/680x482cq70/beef-teriyaki-foto-resep-utama.jpg
Spicy Beef Teriyaki (uenakk),300 gr sapi lulur dalam (di iris agak tipis)--selera Cabai rawit--1 buah bombay (ukuran sedang)--1 buah daun bawang/pere--2 sdm mentega--1 sdm madu--Bumbu marinasi :--4 siung bawang putih (parut)--1 cm jahe (parut)--1 sdm mirin (tidak ad boleh skip)--2-3 sdm saus/kecap teriyaki--1 sdt garam--1 sdt gula--1 sdt merica bubuk--,"Marinasi daging yang yg sudh dipotong dengan bumbu2 yang saya cantumkan. Diamkan di kulkas selama 1 jam. (referensi foto ini)--Siapkan wajan, beri mentega, lalu daging yg sudh di marinasi boleh dituang (hidupkan api yang sedang)--Test kematangan dengan cara menusuk dengan garpu. Jika sudah empuk, boleh di masukkan bawang bombay dan madu--Jika sudah matang, masukkan daun bawang/pere dan cabai rawit--Lalu icip2 rasa jika ad yg kurang (biasanya garam atau gula)--Masakan siap dihidangkan :) semoga suka ya teman2--",0,https://cookpad.com/id/resep/4466035-spicy-beef-teriyaki-uenakk,https://img-global.cpcdn.com/recipes/974df251e0ae2989/680x482cq70/spicy-beef-teriyaki-uenakk-foto-resep-utama.jpg
Martabak tahu pedas kulit lumpia,12 lembar kulit lumpia--4 buah tahu putih--2 batang daun bawang (iris halus)--1 batang daun seledri (iris halus)--3 btr telur (sy pakai 2 aja krn agak besar)--1 sdm terigu + 2 sdm air (sbgai lem kulit lumpia)--Sckpnya minyak utk menggoreng--Bumbu halus :--3 siung bawang putih--1/2 bks lada/merica bubuk--Sckpnya garam gula dan kaldu bubuk--3-4 cabe merah kriting iris serong--2 buah wortel agak kecil parut kasar--,"Haluskan tahu putih campur semua bahan kecuali kulit lumpia (icip rasa)--Ambil 1 lbr kulit lumpia beri 1 sdm adonan tahu ditengahnya lalu lipat (seperti amplop) dgn rapi, lalu beri lem disetiap sisisnya spy tdk terbuka pd saat digoreng, lakukan hingga habis--Panaskan minyak diatas wajan dgn api sedang cenderung kecil, goreng martabak sampai kecoklatan angkat dan tiriskan (abaikan wajannya yg sdh mulai jelek ya 😁)--Martabak tahu pedas kulit lumpia siap dihidangkan--Selamat mencoba... 😘😘--",7,https://cookpad.com/id/resep/4472701-martabak-tahu-pedas-kulit-lumpia,https://img-global.cpcdn.com/recipes/936660f7ef7182e0/680x482cq70/martabak-tahu-pedas-kulit-lumpia-foto-resep-utama.jpg
Batagor (Bakso Tahu Goreng) ala rumahan anti gagal,Bahan batagor--3 kotak ukuran kecil tahu kuning--5 sdm tepung terigu--1/2 sdm mentega (supaya kriuk2)--2 buah bawang putih--Garam (secukupnya)--Merica (secukupnya)--Air putih matang (secukupnya)--Bahan saus--2 sdm saus cabe (saya pake indofo**)--1/2 siung bawang putih--2 cabe rawit (sesuai selera ya karna suami saya gak suka pedas)--Kecap (secukupnya)--Air matang (secukupnya)--,"Haluskan tahu kuning, bawang putih, garam merica (hingga lumat)--Tambahkan mentega, tepung terigu kedalam adonan tahu dan beri air hingga lembek tapi jangan sampai encer ya. Koreksi rasa--Siapkan wajan dengan minyak, goreng adonan yang telah dibuat. (Saya pake 2 sendok buat bikin kecil2). Angkat dan tata di mangkuk.--Haluskan bawang putih, cabai rawit--Tumis bawang putih dan cabai yang sudah di haluskan hingga harus.--Masukkan saus, kecap, garam. Koreksi rasa--Batagor dan sausnya siap untuk dinikmati 🤤--",7,https://cookpad.com/id/resep/4473611-batagor-bakso-tahu-goreng-ala-rumahan-anti-gagal,https://img-global.cpcdn.com/recipes/050d52c923af4136/680x482cq70/batagor-bakso-tahu-goreng-ala-rumahan-anti-gagal-foto-resep-utama.jpg
